occurrenceID	organismQuantity	locationID	decimalLongitude	decimalLatitude	scientificName	taxonRank	materialSampleID
pacman_Nice03_01_CI_c14f8209	4	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice03_01_CI_9be9f8c9	4	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice03_01_CI_d146a921	4	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice03_01_CI_505f56bc	4	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice03_01_CI_d62482eb	4	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice03_01_CI_9b7cf9e9	4	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice03_01_CI_06190ded	4	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice03_01_CI_00bcd2e3	4	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice03_01_CI_19e49f71	4	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice03_01_CI_e1894d94	4	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice03_01_CI_dd9d6ac4	4	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice03_01_CI_58152750	4	Nice03	7.2836251	43.6952017	Arthropoda	phylum	Nice03_01
pacman_Nice03_01_CI_af48a703	4	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice02_02_CI_8d8be394	4	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice07_01_CI_8d8be394	4	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice03_01_CI_d49d38ab	4	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice03_01_CI_8816ae66	4	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Sweden01_CI_12823f4e	4	Sweden01	17.369983	60.65555	Eukaryota	domain	Sweden01
pacman_Sweden01_CI_0d8e604e	4	Sweden01	17.369983	60.65555	Incertae sedis		Sweden01
pacman_Sweden01_CI_e61dadfe	4	Sweden01	17.369983	60.65555	Eukaryota	domain	Sweden01
pacman_Sweden01_CI_34cfd6b8	4	Sweden01	17.369983	60.65555	Eukaryota	domain	Sweden01
pacman_Sweden01_CI_746cffc9	4	Sweden01	17.369983	60.65555	Eukaryota	domain	Sweden01
pacman_Sweden01_CI_92e04f3a	4	Sweden01	17.369983	60.65555	Eukaryota	domain	Sweden01
pacman_Sweden01_CI_f32ad377	4	Sweden01	17.369983	60.65555	Eukaryota	domain	Sweden01
pacman_Nice01_01_CI_20d4e13e	4	Nice01	7.2902988	43.6921280	Florideophyceae	class	Nice01_01
pacman_Nice01_01_CI_76e8f1d1	4	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice01_01_CI_61b9b753	4	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice01_01_CI_c6f65b98	4	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice01_01_CI_ccf6d82c	4	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice01_01_CI_4b619d5d	4	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice01_01_CI_7bcc488a	4	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice01_01_CI_30955653	4	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice04_02_CI_6132626e	4	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice01_02_CI_6132626e	4	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice01_01_CI_2b4e6903	4	Nice01	7.2902988	43.6921280	Tyrophagus fanetzhangorum	species	Nice01_01
pacman_Nice04_02_CI_bd477cae	4	Nice04	7.2938607	43.6864926	Arthropoda	phylum	Nice04_02
pacman_Nice04_02_CI_9da2d605	4	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice04_02_CI_7bf6b786	4	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice04_02_CI_5fc3f440	4	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice04_02_CI_22b6bc72	4	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice04_02_CI_dfc8e487	4	Nice04	7.2938607	43.6864926	Florideophyceae	class	Nice04_02
pacman_Nice04_02_CI_9f924670	4	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice04_02_CI_f56949e3	4	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice06_02_CI_6cac9c20	4	Nice06	7.2759908	43.6943859	Rhodophyta	phylum	Nice06_02
pacman_Nice01_02_CI_a6e7b943	4	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice01_02_CI_4d1f4dd3	4	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice01_02_CI_dfb26956	4	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice01_02_CI_abae212e	4	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice01_02_CI_d881550f	4	Nice01	7.2902988	43.6921280	Haslea	genus	Nice01_02
pacman_Nice01_02_CI_c3c96ef3	4	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice01_02_CI_329c21ee	4	Nice01	7.2902988	43.6921280	Florideophyceae	class	Nice01_02
pacman_Nice02_02_CI_5301c7b9	4	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice02_02_CI_422b9da4	4	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice02_02_CI_188cb731	4	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice02_02_CI_2241f712	4	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice02_02_CI_f21997a3	4	Nice02	7.2854731	43.6980647	Incertae sedis		Nice02_02
pacman_Nice07_01_CI_19c14de2	4	Nice07	7.2339643	43.6822367	Acanthonyx lunulatus	species	Nice07_01
pacman_Nice07_01_CI_cbd28c49	4	Nice07	7.2339643	43.6822367	Paracalanus nanus	species	Nice07_01
pacman_Nice05_02_CI_fdb4bcd3	4	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice05_02_CI_2efcf725	4	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice05_02_CI_e6c2a900	4	Nice05	7.3083152	43.6895811	Canis lupus	species	Nice05_02
pacman_Nice05_02_CI_8d9cfe42	4	Nice05	7.3083152	43.6895811	Arthropoda	phylum	Nice05_02
pacman_Nice05_02_CI_b7330d06	4	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice05_02_CI_f5c86e5b	4	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice07_01_CI_08f50fe1	4	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice06_02_CI_e45f4eb5	4	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice06_02_CI_0b03ddc2	4	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice06_02_CI_1b7c3532	4	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice06_02_CI_9060b55d	4	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice06_02_CI_d5c9d1d8	4	Nice06	7.2759908	43.6943859	Arthropoda	phylum	Nice06_02
pacman_Nice06_02_CI_1ba36ee4	4	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice06_02_CI_927b206a	4	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice06_02_CI_8cc8c205	4	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice06_02_CI_9b15835b	4	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice06_02_CI_8eb231c1	4	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice06_02_CI_c99445cb	4	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice07_02_CI_ecc7d012	4	Nice07	7.2339643	43.6822367	Upogebia pusilla	species	Nice07_02
pacman_Nice07_02_CI_bbcb84fc	4	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice07_02_CI_f5e9343d	4	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice07_02_CI_a0699f93	4	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice07_02_CI_769576de	4	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice07_02_CI_b31d3bc9	4	Nice07	7.2339643	43.6822367	Achelia langi	species	Nice07_02
pacman_Nice07_02_CI_66fdb388	4	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice07_02_CI_da19b9f4	4	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice07_02_CI_0714563e	4	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice07_02_CI_8c9f3dca	4	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice07_02_CI_75d116ce	4	Nice07	7.2339643	43.6822367	Hydrozoa	class	Nice07_02
pacman_Nice07_02_CI_372ca781	4	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice07_02_CI_db731327	4	Nice07	7.2339643	43.6822367	Florideophyceae	class	Nice07_02
pacman_Nice07_02_CI_9e83ad91	4	Nice07	7.2339643	43.6822367	Arthropoda	phylum	Nice07_02
pacman_Nice05_01_CI_c69e7919	4	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_01
pacman_Nice05_01_CI_cbe1e99b	4	Nice05	7.3083152	43.6895811	Haliclona	genus	Nice05_01
pacman_Nice05_01_CI_a705784e	4	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_01
pacman_Nice06_01_CI_66c203c2	4	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice06_01_CI_09edbeb8	4	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice06_01_CI_30bf623b	4	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice06_01_CI_19c17ea1	4	Nice06	7.2759908	43.6943859	Arthropoda	phylum	Nice06_01
pacman_Nice06_01_CI_eef3db74	4	Nice06	7.2759908	43.6943859	Arthropoda	phylum	Nice06_01
pacman_Nice06_01_CI_f9ba08e7	4	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice06_01_CI_080cb9f8	4	Nice06	7.2759908	43.6943859	Florideophyceae	class	Nice06_01
pacman_Nice06_01_CI_5f001524	4	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice06_01_CI_1a2c954a	4	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice06_01_CI_b13214dc	4	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice06_01_CI_dc85a39f	4	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice03_02_CI_53521849	4	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice04_02_CI_5fe4bffb	4	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice05_02_CI_6f60d434	4	Nice05	7.3083152	43.6895811	Incertae sedis		Nice05_02
pacman_Nice01_01_CI_9bc02a3e	4	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice03_02_CI_9bc02a3e	4	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice01_01_CI_d48042f0	4	Nice01	7.2902988	43.6921280	Incertae sedis		Nice01_01
pacman_Nice05_02_CI_d48042f0	4	Nice05	7.3083152	43.6895811	Incertae sedis		Nice05_02
pacman_Nice02_02_CI_637f1f22	4	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice02_01_CI_637f1f22	4	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice02_02_CI_542e4636	4	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice05_01_CI_542e4636	4	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_01
pacman_Nice01_01_CI_542e4636	4	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice01_01_CI_8f26654a	4	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice02_01_CI_81793b9b	4	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice06_02_CI_5b08334a	4	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice04_01_CI_11f967fc	4	Nice04	7.2938607	43.6864926	Florideophyceae	class	Nice04_01
pacman_Nice05_01_CI_5339c495	4	Nice05	7.3083152	43.6895811	Incertae sedis		Nice05_01
pacman_Nice02_02_CI_bcab5290	4	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice04_01_CI_a0953e8d	4	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice07_01_CI_73bed564	4	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice05_01_CI_e740899a	4	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_01
pacman_Nice07_02_CI_3f6284b4	4	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice05_01_CI_de6ca0ef	4	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_01
pacman_Nice04_01_CI_fb8db65f	4	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice05_01_CI_68010282	4	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_01
pacman_Nice06_02_CI_68010282	4	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice07_01_CI_209332c9	4	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice07_02_CI_3004eee8	4	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice05_02_CI_3004eee8	4	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice01_02_CI_7b3c639f	4	Nice01	7.2902988	43.6921280	Chordariaceae	family	Nice01_02
pacman_Nice06_02_CI_de54c4e2	4	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice03_02_CI_de54c4e2	4	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice03_01_CI_04cff33a	4	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice03_02_CI_75eb2a1b	4	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice01_01_CI_06480922	4	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice04_01_CI_06480922	4	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice04_02_CI_9eb3c6ea	4	Nice04	7.2938607	43.6864926	Incertae sedis		Nice04_02
pacman_Nice02_01_CI_9eb3c6ea	4	Nice02	7.2854731	43.6980647	Incertae sedis		Nice02_01
pacman_Nice01_01_CI_9eb3c6ea	4	Nice01	7.2902988	43.6921280	Incertae sedis		Nice01_01
pacman_Nice02_02_CI_6a03af6f	4	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice07_01_CI_b59eeeba	4	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice01_01_CI_3b7e971b	4	Nice01	7.2902988	43.6921280	Incertae sedis		Nice01_01
pacman_Nice01_01_CI_8ad1015f	4	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice04_02_CI_14329f80	4	Nice04	7.2938607	43.6864926	Incertae sedis		Nice04_02
pacman_Nice03_02_CI_7f0685cc	4	Nice03	7.2836251	43.6952017	Incertae sedis		Nice03_02
pacman_Nice06_02_CI_ea603580	4	Nice06	7.2759908	43.6943859	Incertae sedis		Nice06_02
pacman_Nice02_01_CI_ea603580	4	Nice02	7.2854731	43.6980647	Incertae sedis		Nice02_01
pacman_Nice04_01_CI_ea603580	4	Nice04	7.2938607	43.6864926	Incertae sedis		Nice04_01
pacman_Nice05_02_CI_ea603580	4	Nice05	7.3083152	43.6895811	Incertae sedis		Nice05_02
pacman_Nice07_01_CI_9a0c81e2	4	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice05_01_CI_24653457	4	Nice05	7.3083152	43.6895811	Incertae sedis		Nice05_01
pacman_Nice05_01_CI_1c7b9de8	4	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_01
pacman_Nice06_02_CI_89410341	4	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice04_02_CI_267c6a36	4	Nice04	7.2938607	43.6864926	Bangia fuscopurpurea	species	Nice04_02
pacman_Nice07_01_CI_67c2a98e	4	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice03_02_CI_67c2a98e	4	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice01_02_CI_67c2a98e	4	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice03_02_CI_1cfde13e	4	Nice03	7.2836251	43.6952017	Incertae sedis		Nice03_02
pacman_Nice02_02_CI_4cd02c33	4	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice06_02_CI_e3325802	4	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice02_01_CI_53cc1b21	4	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice03_02_CI_b8f5b03c	4	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice04_02_CI_220e5250	4	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice01_02_CI_220e5250	4	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice05_02_CI_198086a5	4	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice02_02_CI_198086a5	4	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice06_02_CI_55baad60	4	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice02_02_CI_55baad60	4	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice05_01_CI_b0092a66	4	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_01
pacman_Nice01_01_CI_b0092a66	4	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice05_02_CI_b0092a66	4	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice03_02_CI_faa25c0f	4	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice07_01_CI_6bad4a6e	4	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice07_01_CI_b9b743c3	4	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice05_01_CI_b9b743c3	4	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_01
pacman_Nice04_01_CI_a0d05889	4	Nice04	7.2938607	43.6864926	Incertae sedis		Nice04_01
pacman_Nice01_01_CI_cc2be39b	4	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice06_01_CI_cc2be39b	4	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice03_02_CI_f26ef7c4	4	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice01_01_CI_6cf7f266	4	Nice01	7.2902988	43.6921280	Incertae sedis		Nice01_01
pacman_Nice03_02_CI_40c6faa1	4	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice04_02_CI_40c6faa1	4	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice01_01_CI_8c0d4f3f	4	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice02_02_CI_e1d18d5a	4	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice04_01_CI_6ec902e9	4	Nice04	7.2938607	43.6864926	Incertae sedis		Nice04_01
pacman_Nice07_01_CI_6ec902e9	4	Nice07	7.2339643	43.6822367	Incertae sedis		Nice07_01
pacman_Nice01_01_CI_6ec902e9	4	Nice01	7.2902988	43.6921280	Incertae sedis		Nice01_01
pacman_Nice01_01_CI_30feb1b3	4	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice02_01_CI_30feb1b3	4	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice07_01_CI_30feb1b3	4	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice03_02_CI_eb7f0db5	4	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice05_01_CI_846f1be7	4	Nice05	7.3083152	43.6895811	Incertae sedis		Nice05_01
pacman_Nice02_02_CI_846f1be7	4	Nice02	7.2854731	43.6980647	Incertae sedis		Nice02_02
pacman_Nice03_02_CI_da463c8a	4	Nice03	7.2836251	43.6952017	Incertae sedis		Nice03_02
pacman_Nice05_01_CI_da463c8a	4	Nice05	7.3083152	43.6895811	Incertae sedis		Nice05_01
pacman_Nice02_02_CI_4d96256a	4	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice02_02_CI_9491e47e	4	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice04_02_CI_9491e47e	4	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice03_01_CI_95776554	4	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice01_02_CI_61bd49eb	4	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice03_02_CI_694e8680	4	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice05_01_CI_925d7b7c	4	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_01
pacman_Nice06_02_CI_925d7b7c	4	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice05_02_CI_93fd6652	4	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice05_01_CI_47004981	4	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_01
pacman_Nice05_02_CI_47004981	4	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice07_02_CI_118144a2	4	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice05_01_CI_b76f1845	4	Nice05	7.3083152	43.6895811	Incertae sedis		Nice05_01
pacman_Nice06_02_CI_e5b1b553	4	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice04_02_CI_85a41c21	4	Nice04	7.2938607	43.6864926	Incertae sedis		Nice04_02
pacman_Nice02_01_CI_5bc9268a	4	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_01
pacman_Nice06_02_CI_ce6f7741	4	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice03_01_CI_ce6f7741	4	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_01
pacman_Nice01_01_CI_bacd7cd3	4	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice04_01_CI_c5774939	4	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice06_02_CI_225e6d7c	4	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_02
pacman_Nice01_02_CI_00ca699f	4	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice07_02_CI_8f65bd59	4	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice01_01_CI_c0ec8f39	4	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice02_02_CI_f3278e24	4	Nice02	7.2854731	43.6980647	Eukaryota	domain	Nice02_02
pacman_Nice04_02_CI_f3278e24	4	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_02
pacman_Nice05_02_CI_fcf3bda7	4	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_02
pacman_Nice04_01_CI_fcf3bda7	4	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice03_02_CI_516688e4	4	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice07_01_CI_b56f3dc6	4	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice01_01_CI_a810d912	4	Nice01	7.2902988	43.6921280	Hymeniacidon	genus	Nice01_01
pacman_Nice07_01_CI_84b6aaab	4	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_01
pacman_Nice03_02_CI_84b6aaab	4	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice05_01_CI_84b6aaab	4	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_01
pacman_Nice05_01_CI_b55df6c3	4	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_01
pacman_Nice02_01_CI_75e40358	4	Nice02	7.2854731	43.6980647	Incertae sedis		Nice02_01
pacman_Nice03_02_CI_992bfdb3	4	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice01_02_CI_992bfdb3	4	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_02
pacman_Nice07_02_CI_fb6791ed	4	Nice07	7.2339643	43.6822367	Eukaryota	domain	Nice07_02
pacman_Nice06_01_CI_fb6791ed	4	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice04_01_CI_fb6791ed	4	Nice04	7.2938607	43.6864926	Eukaryota	domain	Nice04_01
pacman_Nice03_02_CI_b73956fa	4	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Nice05_01_CI_b73956fa	4	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_01
pacman_Nice01_01_CI_b73956fa	4	Nice01	7.2902988	43.6921280	Eukaryota	domain	Nice01_01
pacman_Nice05_01_CI_a3ac7540	4	Nice05	7.3083152	43.6895811	Eukaryota	domain	Nice05_01
pacman_Nice03_02_CI_08e3091c	4	Nice03	7.2836251	43.6952017	Eukaryota	domain	Nice03_02
pacman_Sweden01_CI_f79fa8a9	4	Sweden01	17.369983	60.65555	Eukaryota	domain	Sweden01
pacman_Nice06_01_CI_83f8202d	4	Nice06	7.2759908	43.6943859	Eukaryota	domain	Nice06_01
pacman_Nice05_02_CI_08656b79	4	Nice05	7.3083152	43.6895811	Incertae sedis		Nice05_02
